"","FID","Name","Address","Location","geom","Document","HoCo.ID","Tax.Map","Block","Parcel","Lot","Building.Name","Common.Name","Survey.Year","Comments","ZipCode","Menu_Item1","Menu_Item2"
"322","Historic_Sites_View.fid-e93e948_15090ed509b_-1a34","","7335 Montgomery Road","Elkridge","POINT (1389844.17 560900.94)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,463,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"323","Historic_Sites_View.fid-e93e948_15090ed509b_-1a35","","7332 Montgomery Road","Elkridge","POINT (1389723.5999999999 560833.62)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,323,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"324","Historic_Sites_View.fid-e93e948_15090ed509b_-1a36","","7326 Montgomery Road","Elkridge","POINT (1389700.47 560879.565)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,394,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"325","Historic_Sites_View.fid-e93e948_15090ed509b_-1a37","","7325 Montgomery Road","Elkridge","POINT (1389818.43 560937.51)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,518,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"326","Historic_Sites_View.fid-e93e948_15090ed509b_-1a38","","7319 Montgomery Road","Elkridge","POINT (1389780.96 561019.755)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,776,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"327","Historic_Sites_View.fid-e93e948_15090ed509b_-1a39","","7321 Montgomery Road","Elkridge","POINT (1389799.38 560979.945)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,774,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"328","Historic_Sites_View.fid-e93e948_15090ed509b_-1a3a","","6117 Downs Avenue","Elkridge","POINT (1389706.0499999998 560125.995)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,306,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"329","Historic_Sites_View.fid-e93e948_15090ed509b_-1a3b","","6116 Downs Avenue","Elkridge","POINT (1389646.0499999998 560041.125)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,312,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"330","Historic_Sites_View.fid-e93e948_15090ed509b_-1a3c","","6113 Downs Avenue","Elkridge","POINT (1389645.18 560166.6749999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,193,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"331","Historic_Sites_View.fid-e93e948_15090ed509b_-1a3d","","6112 Downs Avenue","Elkridge","POINT (1389575.5199999998 560082.39)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,310,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"332","Historic_Sites_View.fid-e93e948_15090ed509b_-1a3e","","6109 Downs Avenue","Elkridge","POINT (1389596.88 560197.11)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,192,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"333","Historic_Sites_View.fid-e93e948_15090ed509b_-1a3f","","6108 Downs Avenue","Elkridge","POINT (1389506.16 560127.45)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,309,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"334","Historic_Sites_View.fid-e93e948_15090ed509b_-1a40","","6105 Downs Avenue","Elkridge","POINT (1389548.88 560221.11)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,191,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"335","Historic_Sites_View.fid-e93e948_15090ed509b_-1a41","","6104 Downs Avenue","Elkridge","POINT (1389456.99 560162.865)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,308,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"336","Historic_Sites_View.fid-e93e948_15090ed509b_-1a42","","6101 Downs Avenue","Elkridge","POINT (1389492.69 560268.51)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,190,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"337","Historic_Sites_View.fid-e93e948_15090ed509b_-1a43","","6100 Downs Avenue","Elkridge","POINT (1389386.76 560205.885)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,308,8,307,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"338","Historic_Sites_View.fid-e93e948_15090ed509b_-1a44","","6357 Old Washington Rd","Elkridge","POINT (1389032.94 559966.2)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,228,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"339","Historic_Sites_View.fid-e93e948_15090ed509b_-1a45","","6334 Old Washington Rd","Elkridge","POINT (1389359.8499999999 560361.2849999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,105,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"340","Historic_Sites_View.fid-e93e948_15090ed509b_-1a46","","6330 Old Washington Rd","Elkridge","POINT (1389444.1199999999 560414.5499999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,522,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"341","Historic_Sites_View.fid-e93e948_15090ed509b_-1a47","","6319 Old Washington Rd","Elkridge","POINT (1389671.5199999998 560292.225)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,467,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"342","Historic_Sites_View.fid-e93e948_15090ed509b_-1a48","","6283 Old Washington Rd","Elkridge","POINT (1390197.99 560653.6499999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,199,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"343","Historic_Sites_View.fid-e93e948_15090ed509b_-1a49","","6241 Old Washington Rd","Elkridge","POINT (1390735.5899999999 560998.695)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,9,182,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"344","Historic_Sites_View.fid-e93e948_15090ed509b_-1a4a","","6232 Old Washington Rd","Elkridge","POINT (1390754.91 561194.1749999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,124,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"345","Historic_Sites_View.fid-e93e948_15090ed509b_-1a4b","","6221 Old Washington Rd","Elkridge","POINT (1390922.01 561095.85)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,9,176,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"346","Historic_Sites_View.fid-e93e948_15090ed509b_-1a4c","","6220 Old Washington Rd","Elkridge","POINT (1390833.3299999998 561249.195)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,9,839,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"347","Historic_Sites_View.fid-e93e948_15090ed509b_-1a4d","","6189 Old Washington Rd","Elkridge","POINT (1391277 561332.61)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,9,656,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"348","Historic_Sites_View.fid-e93e948_15090ed509b_-1a4e","","5938 Old Washington Road","Elkridge","POINT (1393407.18 563507.3099999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,3,540,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"349","Historic_Sites_View.fid-e93e948_15090ed509b_-1a4f","","6365 Old Washington Road","Elkridge","POINT (1388953.65 559919.6699999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,6,227,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"350","Historic_Sites_View.fid-e93e948_15090ed509b_-1a50","","6193 Old Washington Road","Elkridge","POINT (1391210.5499999998 561286.08)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,9,419,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"351","Historic_Sites_View.fid-e93e948_15090ed509b_-1a51","","5856 Augustine Ave.","Elkridge","POINT (1392550.5899999999 562491.51)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,3,156,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"352","Historic_Sites_View.fid-e93e948_15090ed509b_-1a52","","5962 Old Washington Road","Elkridge","POINT (1393311.48 563003.6699999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,3,679,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"353","Historic_Sites_View.fid-e93e948_15090ed509b_-1a53","","5950 Old Washington Road","Elkridge","POINT (1393411.2899999998 563296.605)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,3,488,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"354","Historic_Sites_View.fid-e93e948_15090ed509b_-1a54","","5944 Old Washington Road","Elkridge","POINT (1393410.1199999999 563416.3049999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,3,489,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"355","Historic_Sites_View.fid-e93e948_15090ed509b_-1a55","","5932 Old Washington Road","Elkridge","POINT (1393389.0299999998 563628.48)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,3,539,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"356","Historic_Sites_View.fid-e93e948_15090ed509b_-1a56","","5922 Old Washington Road","Elkridge","POINT (1393380.5399999998 563770.4099999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,3,538,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"357","Historic_Sites_View.fid-e93e948_15090ed509b_-1a57","","6289 Old Washington Rd","Elkridge","POINT (1390073.3099999998 560576.1)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,198,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"358","Historic_Sites_View.fid-e93e948_15090ed509b_-1a58","","6399 Old Washington Road","Elkridge","POINT (1388371.5599999998 559581.945)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,222,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"359","Historic_Sites_View.fid-e93e948_15090ed509b_-1a59","","6130 Old Washington Road","Elkridge","POINT (1391635.7699999998 561729.1499999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,3,440,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"360","Historic_Sites_View.fid-e93e948_15090ed509b_-1a5a","","6122 Old Washington Road","Elkridge","POINT (1391583.69 561919.08)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,3,435,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"361","Historic_Sites_View.fid-e93e948_15090ed509b_-1a5b","","6135 Old Washington Road","Elkridge","POINT (1391863.17 561630.825)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,9,820,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"362","Historic_Sites_View.fid-e93e948_15090ed509b_-1a5c","","6112 Old Washington Road","Elkridge","POINT (1391798.49 561826.32)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,3,439,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"363","Historic_Sites_View.fid-e93e948_15090ed509b_-1a5d","","6108 Old Washington Road","Elkridge","POINT (1391869.6199999999 561863.19)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,3,178,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"364","Historic_Sites_View.fid-e93e948_15090ed509b_-1a5e","","6098 Old Washington Road","Elkridge","POINT (1391939.25 561912.6449999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,4,563,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"365","Historic_Sites_View.fid-e93e948_15090ed509b_-1a5f","","6134 Old Washington Road","Elkridge","POINT (1391542.41 561661.26)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,3,327,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"366","Historic_Sites_View.fid-e93e948_15090ed509b_-1a60","","6298 Old Washington Road","Elkridge","POINT (1389946.0199999998 560688.1799999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,8,441,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"367","Historic_Sites_View.fid-e93e948_15090ed509b_-1a61","","5923 Old Washington Road","Elkridge","POINT (1393567.8599999999 563538.0449999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,4,564,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"368","Historic_Sites_View.fid-e93e948_15090ed509b_-1a62","","5839 Augustine Ave.","Elkridge","POINT (1392561.72 562663.3049999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,3,536,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"369","Historic_Sites_View.fid-e93e948_15090ed509b_-1a63","","5820 Augustine Ave.","Elkridge","POINT (1392240.69 562851.1799999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,3,151,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"370","Historic_Sites_View.fid-e93e948_15090ed509b_-1a64","","5815 Augustine Ave.","Elkridge","POINT (1392404.8499999999 562838.3099999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,3,157,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
"371","Historic_Sites_View.fid-e93e948_15090ed509b_-1a65","","5805 Augustine Ave.","Elkridge","POINT (1392339 562940.445)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,38,3,190,0,"Old Washington Road Survey District","","2003","101 contributing buildings; JG shows addendum to # 803, 6363 Old Washington",NA,NA,NA
