"","FID","Name","Address","Location","geom","Document","HoCo.ID","Tax.Map","Block","Parcel","Lot","Building.Name","Common.Name","Survey.Year","Comments","ZipCode","Menu_Item1","Menu_Item2"
"872","Historic_Sites_View.fid-e93e948_15090ed509b_-1c5a","Holte-Grafton House","8502 Fair St","Savage","POINT (1360879.23 535810.605)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-220.pdf"" TARGET=""NEW"">Click Here </a>",220,47,11,397,0,"House of the Manager of the Savage Mill","The Holte-Grafton House","1979","Not located",NA,NA,NA
"873","Historic_Sites_View.fid-e93e948_15090ed509b_-1c5b","Solomon's Lodge","9140 Washington Ave","Savage","POINT (1361076.75 535424.895)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-219.pdf"" TARGET=""NEW"">Click Here </a>",219,47,11,432,0,"Masonic Hall","Solomon's Lodge #121 AF & AM","1973","",NA,NA,NA
"874","Historic_Sites_View.fid-e93e948_15090ed509b_-1c5c","The Baldwin House","9110 Washington St","Savage","POINT (1361357.7 535446.5549999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-218.pdf"" TARGET=""NEW"">Click Here </a>",218,47,11,453,10,"The Mansion House","The Baldwin House","1973","",NA,NA,NA
"875","Historic_Sites_View.fid-e93e948_15090ed509b_-1c5d","Old Mill Workers Apartmen","9105-9113 Washington St","Savage","POINT (1361432.0399999998 535256.34)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-217.pdf"" TARGET=""NEW"">Click Here </a>",217,47,11,461,0,"Old Mill Workers Apartment House","Storch Realty Apartment House","1973","",NA,NA,NA
"876","Historic_Sites_View.fid-e93e948_15090ed509b_-1c5e","Old Mill Apartment House","9078 Washington St","Savage","POINT (1361530.0799999998 535429.2899999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-216.pdf"" TARGET=""NEW"">Click Here </a>",216,47,11,438,14,"Old Mill Apartment House","Storch Apartment House #1","1973","",NA,NA,NA
"877","Historic_Sites_View.fid-e93e948_15090ed509b_-1c5f","Lee's Market & House","16005 Frederick Rd","Lisbon","POINT (1292088.8699999999 608020.11)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-205.pdf"" TARGET=""NEW"">Click Here </a>",205,7,12,194,0,"Lee's Market and House","","1979","Vacant",NA,NA,NA
"878","Historic_Sites_View.fid-e93e948_15090ed509b_-1c60","The Marshall Houses","9052-9062 Washington St","Savage","POINT (1361721.75 535438.6499999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-215.pdf"" TARGET=""NEW"">Click Here </a>",215,47,17,440,0,"Old Nineteenth Century Mill Houses","The Lang House","1973","",NA,NA,NA
"879","Historic_Sites_View.fid-e93e948_15090ed509b_-1c61","Savage Community Hall","9035 Baltimore St","Savage","POINT (1361934.51 535770.5249999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-214.pdf"" TARGET=""NEW"">Click Here </a>",214,47,17,686,0,"Carroll Baldwin Memorial Hall","Savage Community Hall","1973","",NA,NA,NA
"880","Historic_Sites_View.fid-e93e948_15090ed509b_-1c62","Savage Mill","8600 Foundry St","Savage","POINT (1361817.75 534942.9149999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-213.pdf"" TARGET=""NEW"">Click Here </a>",213,47,17,461,0,"Savage Mill","","1973","",NA,NA,NA
"881","Historic_Sites_View.fid-e93e948_15090ed509b_-1c63","Dundee Smoke House","3775 Bonnie Bridge pl","Ellicott City","POINT (1365431.3699999999 584421.69)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-212.pdf"" TARGET=""NEW"">Click Here </a>",212,24,12,1175,36,"Dundee Smokehouse","","1982","Braebrooke Sec.1, Area 3, Lot 36",NA,NA,NA
"882","Historic_Sites_View.fid-e93e948_15090ed509b_-1c64","Dundee","3775 Bonnie Bridge Pl","Ellicott City","POINT (1365483.75 584271.855)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-211.pdf"" TARGET=""NEW"">Click Here </a>",211,24,12,1174,36,"Dundee","","1982","Same site as 212, Braebrooke Sec.1, Area 3, Lot 36",NA,NA,NA
"883","Historic_Sites_View.fid-e93e948_15090ed509b_-1c65","E Walter Scott House","6725 Walter Scott Way","Columbia","POINT (1334896.23 555255.87)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-210.pdf"" TARGET=""NEW"">Click Here </a>",210,35,20,354,42,"E. Walter Scott Farmhouse","","1979","Not located; Scott Property subdivision Lot 5.",NA,NA,NA
"884","Historic_Sites_View.fid-e93e948_15090ed509b_-1c66","Providence Church","14290 Sharp Rd","Glenelg","POINT (1309609.47 580423.575)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-209.pdf"" TARGET=""NEW"">Click Here </a>",209,21,18,135,0,"Providence Church","Providence Methodist Church","1979","Now a residence",NA,NA,NA
"885","Historic_Sites_View.fid-e93e948_15090ed509b_-1c67","Brown Chapel M E Church","13801 Howard Rd","Dayton","POINT (1314356.3099999998 573574.71)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,28,7,296,0,"Brown's Chapel United Methodist Church","","1979","",NA,NA,NA
"886","Historic_Sites_View.fid-e93e948_15090ed509b_-1c68","Westwood M E Church","13554 Triadelphia Rd","Ellicott City","POINT (1316863.02 581962.08)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-207.pdf"" TARGET=""NEW"">Click Here </a>",207,22,14,84,0,"Westwood M. E. Church","","1979","Store",NA,NA,NA
"887","Historic_Sites_View.fid-e93e948_15090ed509b_-1c69","Lisbon Hotel","15954 Md 144","Lisbon","POINT (1292249.25 608155.32)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-206.pdf"" TARGET=""NEW"">Click Here </a>",206,7,12,315,0,"Lisbon Hotel","Old Lisbon Hotel","1978","Vacant",NA,NA,NA
"888","Historic_Sites_View.fid-e93e948_15090ed509b_-1c6a","Lisbon Presbyterian Manse","16000 Md 144","Lisbon","POINT (1292145.66 608188.98)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-204.pdf"" TARGET=""NEW"">Click Here </a>",204,7,12,185,18,"Lisbon Presbyterian Manse","","1978","Potential Lisbon Historic District",NA,NA,NA
"889","Historic_Sites_View.fid-e93e948_15090ed509b_-1c6b","Emerson Pickett House","16017 Md 144","Lisbon","POINT (1291905.0899999999 608097.375)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-203.pdf"" TARGET=""NEW"">Click Here </a>",203,7,12,232,0,"Site of Emerson Picket Log House","","1973","Demolished 1998",NA,NA,NA
"890","Historic_Sites_View.fid-e93e948_15090ed509b_-1c6c","Owing's House","16020 Frederick Rd","Lisbon","POINT (1291884.9 608263.005)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-202.pdf"" TARGET=""NEW"">Click Here </a>",202,7,12,182,22,"Owings Log-Brick House","Mayne House","1978","",NA,NA,NA
"891","Historic_Sites_View.fid-e93e948_15090ed509b_-1c6d","The Mathis House","16024 Frederick Rd","Lisbon","POINT (1291805.5799999998 608291.985)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-201.pdf"" TARGET=""NEW"">Click Here </a>",201,7,12,526,23,"The Mathis House","","1979","",NA,NA,NA
"892","Historic_Sites_View.fid-e93e948_15090ed509b_-1c6e","Alvin G. Leamon House","16032 Md 144","Lisbon","POINT (1291746.18 608312.76)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-200.pdf"" TARGET=""NEW"">Click Here </a>",200,7,12,180,0,"Alvin G. Leaman House","Thacker-Cogswell House","1979","Vacant",NA,NA,NA
"893","Historic_Sites_View.fid-e93e948_15090ed509b_-1c6f","Flohr-Barnes House","16035-16037 Frederick Rd","Lisbon","POINT (1291595.49 608150.34)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-199.pdf"" TARGET=""NEW"">Click Here </a>",199,7,12,230,0,"Benjamin G. Sides House","Methodist Episcopal Church Parsonage","2008","Demo permit for SFD 9/05/2008 completed",NA,NA,NA
"894","Historic_Sites_View.fid-e93e948_15090ed509b_-1c70","M E Parsonage","16041 Frederick Rd","Lisbon","POINT (1291524.0599999998 608179.9049999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-198.pdf"" TARGET=""NEW"">Click Here </a>",198,7,12,229,0,"Albert G. Warfield Log House","","2003","Demo permit for SFD 9/5/2008 completed",NA,NA,NA
"895","Historic_Sites_View.fid-e93e948_15090ed509b_-1c71","The Webb House","16180 Frederick Rd","Lisbon","POINT (1291408.77 608539.2749999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-194.pdf"" TARGET=""NEW"">Click Here </a>",194,7,12,488,1,"The Webb House","Dale Mouser's House","1977","Lot 1, Lower Trail Subdivision; potential Lisbon H.D.",NA,NA,NA
"896","Historic_Sites_View.fid-e93e948_15090ed509b_-1c72","Linwood","3421 Martha Bush Dr","Ellicott City","POINT (1368545.0999999999 586530.87)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-193.pdf"" TARGET=""NEW"">Click Here </a>",193,25,1,218,0,"Linwood Children's Center","","1979","New section/Old section is Poor",NA,NA,NA
"897","Historic_Sites_View.fid-e93e948_15090ed509b_-1c73","Friendship Pines","2106 McKendree Rd","Cooksville","POINT (1313233.89 599996.9099999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-192.pdf"" TARGET=""NEW"">Click Here </a>",192,15,1,51,0,"Friendship Pines","","1977","",NA,NA,NA
"898","Historic_Sites_View.fid-e93e948_15090ed509b_-1c74","Roland Maxwell House","1805 Marriottsville Rd","Marriottsville","POINT (1341367.8599999999 602866.995)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-191.pdf"" TARGET=""NEW"">Click Here </a>",191,10,22,32,0,"BLANK","","1979","",NA,NA,NA
"899","Historic_Sites_View.fid-e93e948_15090ed509b_-1c75","Humphrey Wolfe Farm","3607 Sycamore Valley Run","Glenwood","POINT (1302256.6199999999 584175.8999999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-189.pdf"" TARGET=""NEW"">Click Here </a>",189,21,9,6,0,"The Humphrey Wolfe Farm","","1979","",NA,NA,NA
"900","Historic_Sites_View.fid-e93e948_15090ed509b_-1c76","Granite Park","7608 Murray Hill Rd","Columbia","POINT (1354744.6199999999 545400.135)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-188.pdf"" TARGET=""NEW"">Click Here </a>",188,42,15,460,201,"Granite Park","","1978","",NA,NA,NA
"901","Historic_Sites_View.fid-e93e948_15090ed509b_-1c77","Harmony Cemetery","2205 McKendree Rd","West Friendship","POINT (1312193.25 599196.7949999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-187.pdf"" TARGET=""NEW"">Click Here </a>",187,14,6,140,0,"Harmony Cemetery","","1970","Across street from 2180 McKendree Road",NA,NA,NA
"902","Historic_Sites_View.fid-e93e948_15090ed509b_-1c78","C R Pue Farm","10380 Rt 108","Ellicott City","POINT (1348994.3699999999 572707.575)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,30,7,18,4,"Charles R. Pue Farm/Hammond's Inheritance","Clarkland Farms and Log Smokehouse","1978","",NA,NA,NA
"903","Historic_Sites_View.fid-e93e948_15090ed509b_-1c79","Oakland Manor Blacksmith","10102 Hyla Brook Rd","Columbia","POINT (1351675.0799999998 567528.2849999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-185.pdf"" TARGET=""NEW"">Click Here </a>",185,30,20,238,79,"The Oakland Manor Blacksmith Shop","The Ralston Cottage","1979","Lot 23B. Historically on the same site as #184",NA,NA,NA
"904","Historic_Sites_View.fid-e93e948_15090ed509b_-1c7a","Old Oakland Manor","10026 Hyla Brook Rd","Columbia","POINT (1351824.63 567523.005)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-184.pdf"" TARGET=""NEW"">Click Here </a>",184,30,20,215,2,"Old Oakland Manor","The Ralston House","1979","Lot 23A. Historically on the same site as #185",NA,NA,NA
"905","Historic_Sites_View.fid-e93e948_15090ed509b_-1c7b","Day's House","14040-42 Triadelphia Rd","Glenelg","POINT (1312055.4 581189.445)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-183.pdf"" TARGET=""NEW"">Click Here </a>",183,21,18,50,0,"Day House and Store","Senator George Day's Double House","2007","Demo permit for Duplex 4/17/2007 completed, new structure built 2006.",NA,NA,NA
"906","Historic_Sites_View.fid-e93e948_15090ed509b_-1c7c","Francis Shipley House","13523 Triadelphia Rd","Ellicott City","POINT (1317467.91 581641.35)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-182.pdf"" TARGET=""NEW"">Click Here </a>",182,22,14,21,0,"The Francis Shipley House","Mrs. Miller Mills House","1978","",NA,NA,NA
"907","Historic_Sites_View.fid-e93e948_15090ed509b_-1c7d","R. Hook House","14459 Md 144","Cooksville","POINT (1307642.25 601817.1599999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-181.pdf"" TARGET=""NEW"">Click Here </a>",181,8,23,129,0,"Alexander Sands House","The R. Hook Log House","2010","",NA,NA,NA
"908","Historic_Sites_View.fid-e93e948_15090ed509b_-1c7e","Poverty Discovered","2555 N. McKendree Rd","Glenelg","POINT (1310721.2999999998 595112.565)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-180.pdf"" TARGET=""NEW"">Click Here </a>",180,14,12,55,0,"Poverty Discovered","Hobbs Regulation","1977","",NA,NA,NA
"909","Historic_Sites_View.fid-e93e948_15090ed509b_-1c7f","Factory House","8712 Doves Fly Way","North Laurel","POINT (1349122.95 533371.59)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-179.pdf"" TARGET=""NEW"">Click Here </a>",179,47,13,958,1,"Site of Factory House","","1970","",NA,NA,NA
"910","Historic_Sites_View.fid-e93e948_15090ed509b_-1c80","Schroll House","8418 Washington Blvd","Jessup","POINT (1367742.96 540250.755)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-178.pdf"" TARGET=""NEW"">Click Here </a>",178,48,1,234,0,"Schroll House","","1979","Chase Quarry site",NA,NA,NA
"911","Historic_Sites_View.fid-e93e948_15090ed509b_-1c81","J B Matthews House","3060 Rt 97","Woodbine","POINT (1303942.77 590199.5249999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-177.pdf"" TARGET=""NEW"">Click Here </a>",177,14,22,224,2,"The J. B. Mathews House","Holly Rock Farm","1979","Wellington Section 1, Area 1, Lot 1",NA,NA,NA
"912","Historic_Sites_View.fid-e93e948_15090ed509b_-1c82","Glenwood Country Club","2902 Rt 97","Glenwood","POINT (1304336.0699999998 591897.195)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-176.pdf"" TARGET=""NEW"">Click Here </a>",176,14,22,77,0,"Glenwood Country Club Building","","1979","Vacant and neglected building; should be checked",NA,NA,NA
"913","Historic_Sites_View.fid-e93e948_15090ed509b_-1c83","Wm Matthews House","2945 Rt 97","Glenwood","POINT (1305078.5399999998 590607.195)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-175.pdf"" TARGET=""NEW"">Click Here </a>",175,14,22,80,2,"Kingsdene; Ridgely's Great Park","Judge William Matthew's House","1977","",NA,NA,NA
"914","Historic_Sites_View.fid-e93e948_15090ed509b_-1c84","Tubman House","7250 Washington Blvd","Elkridge","POINT (1379624.6099999999 553992.24)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-174.pdf"" TARGET=""NEW"">Click Here </a>",174,37,23,179,0,"Tubman House","Meadowridge Memorial House","1979","",NA,NA,NA
"915","Historic_Sites_View.fid-e93e948_15090ed509b_-1c85","Hood Family Cemetery","1485 Underwood Rd","Sykesville","POINT (1318920.8099999998 606276.6749999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-173.pdf"" TARGET=""NEW"">Click Here </a>",173,9,15,12,0,"Hood Family Cemetery","Ridgely Jones Property","UNK","A previous home on property was called Bowling Green",NA,NA,NA
"916","Historic_Sites_View.fid-e93e948_15090ed509b_-1c86","Adams Cottage","5790 Ten Oaks Rd","Clarksville","POINT (1322865.72 562419.255)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-172.pdf"" TARGET=""NEW"">Click Here </a>",172,34,4,189,0,"The Adams Cottage","","1979","Not located; Building is not architecturally significant.",NA,NA,NA
"917","Historic_Sites_View.fid-e93e948_15090ed509b_-1c87","Hedgerow","13550 Triadelphia Mills R","Clarksville","POINT (1317559.1099999999 565570.7699999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-171.pdf"" TARGET=""NEW"">Click Here </a>",171,28,20,64,1,"Left Out-Left Over","Hedgerow","1977","Additions have altered architectural significance",NA,NA,NA
"918","Historic_Sites_View.fid-e93e948_15090ed509b_-1c88","Shipley's Adventure","14830 Old Frederick Rd","Cooksville","POINT (1305201.21 607207.7699999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-170.pdf"" TARGET=""NEW"">Click Here </a>",170,8,10,27,0,"Shipley's Adventure","","1977","",NA,NA,NA
"919","Historic_Sites_View.fid-e93e948_15090ed509b_-1c89","Roxbury Mill Miller's Hse","4102 Roxbury Mill Rd","Glenwood","POINT (1297017.69 579676.6799999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-169.pdf"" TARGET=""NEW"">Click Here </a>",169,21,19,15,0,"Roxbury Mill Miller's House","","1979","",NA,NA,NA
"920","Historic_Sites_View.fid-e93e948_15090ed509b_-1c8a","Bank's Schoolhouse","15491 Rt 97","Glenwood","POINT (1300309.0499999998 582429.0599999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-168.pdf"" TARGET=""NEW"">Click Here </a>",168,21,9,109,0,"Banks Schoolhouse","Schoolhouse #16","1979","",NA,NA,NA
"921","Historic_Sites_View.fid-e93e948_15090ed509b_-1c8b","Locust Grove","1095 Hoods Mill Rd","Cooksville","POINT (1309920.39 609630.345)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-167.pdf"" TARGET=""NEW"">Click Here </a>",167,8,12,181,0,"Locust Grove","David Clark House","1979","",NA,NA,NA
"922","Historic_Sites_View.fid-e93e948_15090ed509b_-1c8c","St Marks Church","12700 Rt 216","Highland","POINT (1325662.3499999999 548479.2)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-166.pdf"" TARGET=""NEW"">Click Here </a>",166,40,11,168,0,"St. Mark's Episcopal Church","","1976","Parsonage needs to be surveyed",NA,NA,NA
"923","Historic_Sites_View.fid-e93e948_15090ed509b_-1c8d","Owings-Myerly House","","Simpsonville","POINT (1341150.75 552359.5499999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-165.pdf"" TARGET=""NEW"">Click Here </a>",165,41,4,44,0,"Owings-Myerly House","The Vogel House","1978","",NA,NA,NA
"924","Historic_Sites_View.fid-e93e948_15090ed509b_-1c8e","Welling's House","6675 Guilford Rd","Clarksville","POINT (1333020.93 555994.7999999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-164.pdf"" TARGET=""NEW"">Click Here </a>",164,35,13,437,0,"Welling's Stone House","Clifton","1977","",NA,NA,NA
"925","Historic_Sites_View.fid-e93e948_15090ed509b_-1c8f","Tierney House","6166 Guilford Rd","Clarksville","POINT (1329014.8499999999 558883.515)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-163.pdf"" TARGET=""NEW"">Click Here </a>",163,34,12,88,0,"Tiernay Gambrel Roof House Site","Worthington's Range; Howard's Chance; Howard's Range","UNK","Burned by vandals 5/77",NA,NA,NA
"926","Historic_Sites_View.fid-e93e948_15090ed509b_-1c90","Sturdevant Bldg","12404 Rt 108","Clarksville","POINT (1328433.93 560646.135)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-162.pdf"" TARGET=""NEW"">Click Here </a>",162,34,12,93,0,"Sturdevant Building (site)","","1970","Bruned in 1970s, No longer exists",NA,NA,NA
"927","Historic_Sites_View.fid-e93e948_15090ed509b_-1c91","Henry Warfield House","6044 Trotter Rd","Clarksville","POINT (1334975.22 559709.715)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-161.pdf"" TARGET=""NEW"">Click Here </a>",161,35,7,23,0,"John L. Due House","The Henry Warfield House; The Trotter House","1977","",NA,NA,NA
"928","Historic_Sites_View.fid-e93e948_15090ed509b_-1c92","OaklandFarms","14175 Old  Frederick Rd","Sykesville","POINT (1310912.49 607487.565)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-159.pdf"" TARGET=""NEW"">Click Here </a>",159,8,12,381,0,"Shipley's Discovery (patented 1726)","Oakland Farms","1976","",NA,NA,NA
"929","Historic_Sites_View.fid-e93e948_15090ed509b_-1c93","Four Brothers Portion","Rt 32","Clarksville","POINT (1336170.99 556370.2799999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-158.pdf"" TARGET=""NEW"">Click Here </a>",158,35,15,434,127,"River Hill Farm","Four Brothers Portion; Richard B. Owings Residence","1977","Part of Parcel 70 is subdivided (Village of River Hill); gone",NA,NA,NA
"930","Historic_Sites_View.fid-e93e948_15090ed509b_-1c94","Dalton","9315 Mellenbrook Rd","Columbia","POINT (1359445.74 570147.2699999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-156.pdf"" TARGET=""NEW"">Click Here </a>",156,30,16,264,0,"Dalton","","1979","Thunder Hill, Sec. 1, Area 2",NA,NA,NA
"931","Historic_Sites_View.fid-e93e948_15090ed509b_-1c95","Gales-Gaither House","5505 Old Columbia Pike","Columbia","POINT (1355378.2799999998 565724.115)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-155.pdf"" TARGET=""NEW"">Click Here </a>",155,30,21,197,0,"Felicity","Gales-Gaither House","1977","Gone",NA,NA,NA
"932","Historic_Sites_View.fid-e93e948_15090ed509b_-1c96","Kelly's Stone House","5509 Old Columbia Road","Ellicott City","POINT (1355293.1099999999 565612.0349999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-154.pdf"" TARGET=""NEW"">Click Here </a>",154,30,21,179,0,"Cooper's House; Oakland Mills; Felicity","Kelly's Stone House","1977","Gone",NA,NA,NA
"933","Historic_Sites_View.fid-e93e948_15090ed509b_-1c97","Dorsey Mill","5481 Levering Av","Elkridge","POINT (1393726.14 565893.885)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-152.pdf"" TARGET=""NEW"">Click Here </a>",152,32,22,50,0,"Hockley Grist Mill House","Dorsey Mill; Hockley Grist Mill","1976","",NA,NA,NA
"934","Historic_Sites_View.fid-e93e948_15090ed509b_-1c98","Rockburn","6581 Belmont Wods Rd","Elkridge","POINT (1385854.68 565046.2949999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-151.pdf"" TARGET=""NEW"">Click Here </a>",151,32,19,7,1,"Moore's Morning Choice","Rockburn","1976","Lawyers Hill N.R. H.D. 9/23/93; MHT easement, MET easment",NA,NA,NA
"935","Historic_Sites_View.fid-e93e948_15090ed509b_-1c99","The Lorenz House","5434 Landing Rd","Elkridge","POINT (1381367.16 566422.2899999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-150.pdf"" TARGET=""NEW"">Click Here </a>",150,31,23,236,0,"The Lorenz House","","1979","",NA,NA,NA
"936","Historic_Sites_View.fid-e93e948_15090ed509b_-1c9a","Clover Hill","6145 Montgomery Rd","Elkridge","POINT (1378890.48 564998.235)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-149.pdf"" TARGET=""NEW"">Click Here </a>",149,31,23,235,0,"Clover Hill","","2008","Located in Rockburn Branch Park",NA,NA,NA
"937","Historic_Sites_View.fid-e93e948_15090ed509b_-1c9b","Frank Boggs House","5306 Waterloo Dr","Ellicott City","POINT (1367296.0499999998 567617.955)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-148.pdf"" TARGET=""NEW"">Click Here </a>",148,31,13,337,0,"Frank Boggs House","","1979","Gone",NA,NA,NA
"938","Historic_Sites_View.fid-e93e948_15090ed509b_-1c9c","Stempner House","5781  Main St","Elkridge","POINT (1394541.51 564176.325)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-146.pdf"" TARGET=""NEW"">Click Here </a>",146,38,4,345,0,"Stempner House","","1973","Condition: Very altered",NA,NA,NA
"939","Historic_Sites_View.fid-e93e948_15090ed509b_-1c9d","Mt Joy","8885 Montjoy Pl","Ellicott City","POINT (1363576.44 572216.9249999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-145.pdf"" TARGET=""NEW"">Click Here </a>",145,30,12,260,119,"Montjoy Farm","Mount Joy; Mount Joy Farm; Santa Fe Farm","2003","Developer owned; house to be rehabed",NA,NA,NA
"940","Historic_Sites_View.fid-e93e948_15090ed509b_-1c9e","Wayside Inn","4344 Columbia Rd","Ellicott City","POINT (1361742.63 577414.6799999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-144.pdf"" TARGET=""NEW"">Click Here </a>",144,24,23,302,0,"Wayside Inn","","1976","Special exception granted for Bed & Breakfast",NA,NA,NA
"941","Historic_Sites_View.fid-e93e948_15090ed509b_-1c9f","MacAlpine Slave Quarters","3645 MacAlpine Rd","Ellicott City","POINT (1360565.8199999998 583789.815)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-143.pdf"" TARGET=""NEW"">Click Here </a>",143,24,11,645,23,"MacAlpine Slave Quarters","","1979","",NA,NA,NA
"942","Historic_Sites_View.fid-e93e948_15090ed509b_-1ca0","St John's Rectory","3480 St Johns Ln","Ellicott City","POINT (1361581.2899999998 585610.4099999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-142.pdf"" TARGET=""NEW"">Click Here </a>",142,24,11,759,0,"Rebecca's Lot","Old St. John's Rectory","1977","Field check to determine new address and lot number",NA,NA,NA
"943","Historic_Sites_View.fid-e93e948_15090ed509b_-1ca1","The Lawn","6036 Old Lawyers Hill Rd","Elkridge","POINT (1392108.66 566326.11)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-141.pdf"" TARGET=""NEW"">Click Here </a>",141,32,21,6,1,"The Lawn","","1976","2006 Decorator Show House",NA,NA,NA
"944","Historic_Sites_View.fid-e93e948_15090ed509b_-1ca2","Gary Memorial Church","2029 Daniels Rd","Daniels","POINT (1364690.46 600506.1749999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-140.pdf"" TARGET=""NEW"">Click Here </a>",140,17,6,627,0,"Gary Memorial United Methodist Church","","1979","",NA,NA,NA
