FID,Document,HoCo ID,Name,Address,Tax Map,Block,Parcel,Lot,Building Name,Common Name,Location,Survey Year,Comments,geom
Historic_Sites_View.fid-e93e948_15090ed509b_-1bf4,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-332.pdf"" TARGET=""NEW"">Click Here </a>",332,Oliver Viaduct,,25,0,0,0,Oliver Railroad Viaduct,,Ellicott City,1977,,POINT (1370441.22 583171.5299999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bf3,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,P. Valmas Bldg.,8053 Main Street,25,0,0,0,P. Valmas Building; George Goeller Builidng,,Ellicott City,1972,Phoenix Emporium,POINT (1370252.46 583098.075)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bf2,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-335.pdf"" TARGET=""NEW"">Click Here </a>",335,Rorabaugh House,10750 Guilford Rd,48,13,115,0,Rorabaugh House,,Annap Junction,1978,Gone,POINT (1369160.6099999999 534012.9149999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bf1,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-081.pdf"" TARGET=""NEW"">Click Here </a>",081,Bollman Truss Bridge,8600 Foundry St,47,11,461,0,Bollman Suspension Truss Bridge,Bollman Truss,Savage,1971,NHL 2/16/2000,POINT (1361964.3599999999 534822.0449999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bf0,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-286.pdf"" TARGET=""NEW"">Click Here </a>",286,,8453 20' Lane,25,0,166,0,Trolinger House,,Ellicott City,UNK,"NO FORM, not located",POINT (1368406.14 583321.9349999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bef,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-338.pdf"" TARGET=""NEW"">Click Here </a>",338,Burgess Tenant House,8454 Main St,25,0,158,0,Sam Caplan's House,,Ellicott City,1981,Same site as 339,POINT (1368253.68 583774.08)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bee,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-339.pdf"" TARGET=""NEW"">Click Here </a>",339,,8454 Main St,25,0,158,0,Sam Caplan's Cottage,,Ellicott City,1981,,POINT (1368183.45 583782.57)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bed,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,,3920 College Ave,25,14,47,0,William R. and Rebecca D. Dorsey House,Rock Hill,Ellicott City,2004,,POINT (1369941.39 581426.73)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bec,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-343.pdf"" TARGET=""NEW"">Click Here </a>",343,,8340 Main St,25,7,97,0,Curran-Bierly House,,Ellicott City,1982,"Also 8398 Court Ave., Ellicott City, MD",POINT (1368962.19 583379.88)
Historic_Sites_View.fid-e93e948_15090ed509b_-1beb,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-341.pdf"" TARGET=""NEW"">Click Here </a>",341,,8310 Main St,25,7,181,5,Talbott Lumber Company,,Ellicott City,1982,Now Ellicott City Brewing Co. (restaurant/brew pub),POINT (1369103.22 583280.6699999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bea,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-346.pdf"" TARGET=""NEW"">Click Here </a>",346,,3762 St. Paul St,25,8,310,32,John Baker's Five Houses,,Ellicott City,1981,,POINT (1369916.22 582846.09)
Historic_Sites_View.fid-e93e948_15090ed509b_-1be9,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-344.pdf"" TARGET=""NEW"">Click Here </a>",344,Eckert House,4919 Montgomery Rd,31,8,309,0,Handwerk House,Conley House,Ellicott City,1979,,POINT (1370029.6199999999 571494.4199999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1be8,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-345.pdf"" TARGET=""NEW"">Click Here </a>",345,The Vinyard,3611 Church Rd,25,8,213,4,The Vineyard,,Ellicott City,1979,,POINT (1370156.73 584766.7799999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1be7,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-347.pdf"" TARGET=""NEW"">Click Here </a>",347,St Pauls Rectory,3755 St Paul St,25,8,121,0,St. Paul's Rectory,,Ellicott City,1977,Same site as Church (#348) & School (#76),POINT (1370019.24 582791.07)
Historic_Sites_View.fid-e93e948_15090ed509b_-1be6,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-348.pdf"" TARGET=""NEW"">Click Here </a>",348,St Pauls Church,3749 St Paul St,25,8,121,0,St. Paul's Catholic Church,,Ellicott City,1977,Same site as Rectory (347) & School (76),POINT (1370082.72 582798.975)
Historic_Sites_View.fid-e93e948_15090ed509b_-1be5,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-349.pdf"" TARGET=""NEW"">Click Here </a>",349,F Schrouder Quarries,Rt 32,42,16,223,0,F. Schrouder Quarries,Guilford Quarry-Pratt Truss Bridge and Ruins,Guilford,1978,Parcel numbers should be checked; DRP renovated bridge over L Pax River,POINT (1358000.91 545757.48)
Historic_Sites_View.fid-e93e948_15090ed509b_-1be4,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-350.pdf"" TARGET=""NEW"">Click Here </a>",350,Daniel Lowman's Frame Hou,3732 St. Paul St.,25,8,138,0,Daniel Lowman's Two Frame Houses,Sam Caplan's Double House,Ellicott City,UNK,,POINT (1370201.8499999999 582941.505)
Historic_Sites_View.fid-e93e948_15090ed509b_-1be3,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-351.pdf"" TARGET=""NEW"">Click Here </a>",351,Old St. Peters Rectory,3701 College Ave,25,14,120,0,Old St. Peter's Rectory,,Ellicott City,1980,,POINT (1370219.0999999999 582710.595)
Historic_Sites_View.fid-e93e948_15090ed509b_-1be2,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-352.pdf"" TARGET=""NEW"">Click Here </a>",352,Butke Log Cabin,3816 New Cut Rd,25,14,293,34,Butke Log Cabin,,Ellicott City,1982,Not located,POINT (1369747.3499999999 582534.12)
Historic_Sites_View.fid-e93e948_15090ed509b_-1be1,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-333.pdf"" TARGET=""NEW"">Click Here </a>",333,Ellicott's Two Cottage Lo,3793 Mulligan Hill Ln,25,0,137,0,Ellicott's Two Cottages Lots (West Ilchester),Dennis Mulligan's Two Brick Houses,Ellicott City,1977,,POINT (1370657.49 582254.07)
Historic_Sites_View.fid-e93e948_15090ed509b_-1be0,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-353.pdf"" TARGET=""NEW"">Click Here </a>",353,Lilburn,3899 College Ave,25,14,48,0,Lilburn-Balderstone's Mansion,Hazeldene/Hazelhurst,Ellicott City,1979,1997 Decorator Show HouseNumbers 354 & 355 are same site.,POINT (1370146.26 581842.89)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bdf,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,Lilburn Smoke House,3899 College Ave,25,14,48,0,Lilburn Smokehouse,,Ellicott City,1981,Numbers 353 & 355 are same site,POINT (1370192.19 581929.215)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bde,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-355.pdf"" TARGET=""NEW"">Click Here </a>",355,Lilburn Cottage,3899 College Ave,25,14,48,0,Lilburn Cottage or Tenant House,,Ellicott City,1981,Numbers 353 & 354 are same site,POINT (1370184.5999999999 581721.4349999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bdd,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-356.pdf"" TARGET=""NEW"">Click Here </a>",356,Simpson's Cottage,,25,20,65,0,Simpson's Victorian Cottage,,Ellicott City,1981,Townhomes of Timberland,POINT (1369288.8299999998 579562.5299999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bdc,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-357.pdf"" TARGET=""NEW"">Click Here </a>",357,Caplan's Stone Shop,8129 Main St,25,8,44,0,Caplan's Stone Shop,,Ellicott City,1972,Commercial business,POINT (1369876.41 582954.6749999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bdb,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-358.pdf"" TARGET=""NEW"">Click Here </a>",358,Mumbles and Squeaks,8133 Main St,25,8,44,0,Fissel's Stone Shop,,Ellicott City,UNK,Commercial business,POINT (1369872.3299999998 582974.2799999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bda,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-359.pdf"" TARGET=""NEW"">Click Here </a>",359,Tiber Crossing Partnershi,8109-13 Main St,25,8,48,0,Caplan's Frame Shop,,Ellicott City,1972,Commercial business,POINT (1369994.3399999999 582954.6749999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bd9,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-360.pdf"" TARGET=""NEW"">Click Here </a>",360,Boone Stone Shop,8081 Main St,25,8,52,0,Boone House,,Ellicott City,1972,,POINT (1370093.25 583028.4149999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bd8,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-326.pdf"" TARGET=""NEW"">Click Here </a>",326,,8050 Main St.,25,0,25,0,"Hill, Robbins and Carter Building",,,UNK,NO FORM,POINT (1370198.0399999998 583163.9249999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bd7,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-362.pdf"" TARGET=""NEW"">Click Here </a>",362,Holzweig's House #2,8345 Main St,25,7,21,0,Holzweig's House #2,,Ellicott City,1982,,POINT (1368896.91 583310.5199999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bd6,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-361.pdf"" TARGET=""NEW"">Click Here </a>",361,Holzweig's House #1,8365 Main St,25,7,21,0,Holzweig's House #1,Brown-Ellicott House,Ellicott City,1982,,POINT (1368855.0599999998 583359.4049999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bd5,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-367.pdf"" TARGET=""NEW"">Click Here </a>",367,Elkridge Furnace,5741 Furnace Ave,38,5,615,0,Elkridge Furnace Complex,Walker's Inheritance,Elkridge,1988,1991 Decorator Show House - Elkridge Furnace Inn,POINT (1396493.22 563452.9199999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bd4,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-368.pdf"" TARGET=""NEW"">Click Here </a>",368,Boyle's Tavern,5760 Main St,38,4,593,0,O'Malley Home,Boyle's Tavern,Elkridge,1976,,POINT (1394650.0799999998 564445.5599999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bd3,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-369.pdf"" TARGET=""NEW"">Click Here </a>",369,Pocock's Store,5721 Main St,38,4,324,0,Pocock's Store #1,Hammond,Elkridge,2003,,POINT (1395006.51 564629.0549999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bd2,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-370.pdf"" TARGET=""NEW"">Click Here </a>",370,Pocock's Store II,5725 Main St,38,4,330,0,Pocock's Store #2,,Elkridge,1976,,POINT (1394939.49 564569.6549999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bd1,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-371.pdf"" TARGET=""NEW"">Click Here </a>",371,Kyne's Store,5762 Main St,38,4,697,0,Kyne's Store,,Elkridge,2003,,POINT (1394611.74 564420.69)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bd0,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-378.pdf"" TARGET=""NEW"">Click Here </a>",378,Armagh,6204 Lawyers Hill Rd,32,20,11,0,Armagh (The Robert Dobbin House),,Elkridge,1977,1988 Decorator Show House; Lawyers Hill N.R. and local Historic District.,POINT (1390473.0299999998 565456.0499999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bcf,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-379.pdf"" TARGET=""NEW"">Click Here </a>",379,,6005 Old  Lawyers Hill RD,32,21,116,2,Badart Gardens and Barn,Latrobe Estate,Elkridge,UNK,Potential Lawyers Hill Historic District - Elkridge,POINT (1392693.0899999999 565958.5499999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bce,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-380.pdf"" TARGET=""NEW"">Click Here </a>",380,Misses' Dobbins House,6078 Lawyers Hill Rd,32,21,55,0,The Misses' Dobbins House,The Thomas Dobbins House/The Dougherty House,Elkridge,1977,,POINT (1391573.7 565745.49)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bcd,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-381.pdf"" TARGET=""NEW"">Click Here </a>",381,Elk Ridge Assembly Rooms,6090 Lawyers Hill Rd,32,21,38,0,The Elk Ridge Assembly Rooms,Lawyers Hill Assembly Rooms,Elkridge,1977,,POINT (1391255.88 565401.9149999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bcc,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-382.pdf"" TARGET=""NEW"">Click Here </a>",382,Grace Episcopal Church,5731 Elkridge Heights Rd,38,4,592,0,Grace Episcopal Church (and Cemetery),,Elkridge,UNK,,POINT (1394391.96 563589.2699999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bcb,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-383.pdf"" TARGET=""NEW"">Click Here </a>",383,Melville Chapel,5660 Furnace Ave,38,4,433,0,Melville Methodist Episcopal Chapel (and Cemetery),Melville United Methodist Episcopal Church,Elkridge,UNK,,POINT (1395368.5499999998 563937.24)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bca,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-384.pdf"" TARGET=""NEW"">Click Here </a>",384,Grimes Colored Church,7134 Montgomery Rd,38,2,768,0,Gaines A. M. E. Church,Grimes Colored Church,Elkridge,1979,,POINT (1388429.19 562416.2699999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bc9,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-385.pdf"" TARGET=""NEW"">Click Here </a>",385,Boyle House,5695 Main St,38,4,101,0,Boyle House,,Elkridge,1979,,POINT (1395108.66 564715.695)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bc8,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-386.pdf"" TARGET=""NEW"">Click Here </a>",386,Rokeby,6393 Rockburn Hill Rd,32,20,61,0,Rokeby,,Elkridge,1977,,POINT (1389184.74 566679.315)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bc7,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-387.pdf"" TARGET=""NEW"">Click Here </a>",387,Hockley in the Hole,5925 River Rd,32,21,44,0,Hockley,,Elkridge,2007,,POINT (1392669.96 567031.4099999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bc6,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-388.pdf"" TARGET=""NEW"">Click Here </a>",388,Cross Winds,7255 Montgomery Rd,38,2,30,0,Cross Winds,,Elkridge,1977,Burned down December 2003.,POINT (1389669.45 562019.445)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bc5,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-389.pdf"" TARGET=""NEW"">Click Here </a>",389,Edward Stead House,6235  Lawyers Hill Rd,38,2,23,0,Edward Stead House,The Gables; West View,Elkridge,1977,Not located; Gables at Lawyers Hill Lot 9; N.R./local Historic District. JH,POINT (1390200.5699999998 564515.46)
Historic_Sites_View.fid-e93e948_15090ed509b_-1bc4,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-390.pdf"" TARGET=""NEW"">Click Here </a>",390,Talbott's Last Shift,,31,16,641,0,Talbotts Last Shift,,Ellicott City,1977,Demo permit approved but house retained and renovated beyond recognition,POINT (1378196.88 568140.4199999999)
